Market,Time Zone,Open,Close,Sat Open,Sat Close,Year,Month,NDay,Day,Hour,Order Management Interactions,Order Management HT (hr),Orders,Analog,Digital,Occur Int,Occur Ord
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,7,6,Saturday,10:00:00.000,51,8.526912619,21,21,0,3,3
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,7,6,Saturday,11:00:00.000,47,4.840690763,7,6,1,3,3
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,7,6,Saturday,12:00:00.000,32,5.665300988,7,5,2,3,3
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,7,6,Saturday,13:00:00.000,29,5.320987644,6,6,0,3,2
SOUTH CA,,,,,,2025,7,6,Saturday,14:00:00.000,3,0.2227777778,,,,1,
SOUTH CA,,,,,,2025,7,6,Saturday,15:00:00.000,2,0.08555555556,,,,1,
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,0,Sunday,04:00:00.000,,,21,0,21,,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,0,Sunday,07:00:00.000,,,24,1,23,,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,0,Sunday,12:00:00.000,,,1,1,0,,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,0,Sunday,16:00:00.000,,,1,1,0,,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,0,Sunday,20:00:00.000,,,1,1,0,,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,1,Monday,04:00:00.000,,,18,1,17,,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,1,Monday,05:00:00.000,78,14.925457008,23,15,8,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,1,Monday,06:00:00.000,84,15.725710456,40,32,8,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,1,Monday,07:00:00.000,142,30.062662146,46,35,11,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,1,Monday,08:00:00.000,168,46.547594173,96,78,18,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,1,Monday,09:00:00.000,167,43.288553974,86,63,23,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,1,Monday,10:00:00.000,198,52.83273688,80,58,22,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,1,Monday,11:00:00.000,216,49.037268336,67,49,18,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,1,Monday,12:00:00.000,217,57.241986005,78,52,26,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,1,Monday,13:00:00.000,225,53.806288814,66,39,27,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,1,Monday,14:00:00.000,201,55.068490207,69,45,24,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,1,Monday,15:00:00.000,133,33.683054625,67,50,17,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,1,Monday,16:00:00.000,55,10.16608656,29,15,14,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,1,Monday,17:00:00.000,,,5,1,4,,2
SOUTH CA,,,,,,2025,8,1,Monday,18:00:00.000,2,0.04138888889,,,,2,
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,1,Monday,19:00:00.000,,,2,1,1,,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,1,Monday,20:00:00.000,,,1,0,1,,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,2,Tuesday,03:00:00.000,,,1,0,1,,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,2,Tuesday,05:00:00.000,85,13.366963155,8,8,0,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,2,Tuesday,06:00:00.000,84,13.402448055,31,29,2,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,2,Tuesday,07:00:00.000,132,34.274846904,38,30,8,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,2,Tuesday,08:00:00.000,191,57.809662994,71,51,20,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,2,Tuesday,09:00:00.000,211,57.345218677,96,68,28,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,2,Tuesday,10:00:00.000,233,52.764351597,108,75,33,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,2,Tuesday,11:00:00.000,214,63.650926506,70,47,23,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,2,Tuesday,12:00:00.000,230,68.665309105,83,66,17,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,2,Tuesday,13:00:00.000,255,76.719898601,84,54,30,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,2,Tuesday,14:00:00.000,195,64.274746031,71,51,20,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,2,Tuesday,15:00:00.000,152,42.523346213,63,44,19,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,2,Tuesday,16:00:00.000,49,8.045797646,31,19,12,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,2,Tuesday,17:00:00.000,,,2,0,2,,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,2,Tuesday,18:00:00.000,,,2,0,2,,2
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,2,Tuesday,19:00:00.000,2,0.0675,2,1,1,2,2
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,2,Tuesday,20:00:00.000,1,0.0275,3,1,2,1,2
SOUTH CA,,,,,,2025,8,2,Tuesday,21:00:00.000,1,0.01055555556,,,,1,
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,2,Tuesday,23:00:00.000,2,0.03777777778,2,2,0,1,1
SOUTH CA,,,,,,2025,8,3,Wednesday,00:00:00.000,2,0.03027777778,,,,2,
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,3,Wednesday,05:00:00.000,80,13.079686037,16,10,6,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,3,Wednesday,06:00:00.000,100,24.040957391,26,17,9,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,3,Wednesday,07:00:00.000,131,28.572942602,31,27,4,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,3,Wednesday,08:00:00.000,193,51.866727657,87,67,20,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,3,Wednesday,09:00:00.000,179,50.975953838,66,42,24,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,3,Wednesday,10:00:00.000,201,54.25985743,104,67,37,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,3,Wednesday,11:00:00.000,248,59.208219261,84,70,14,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,3,Wednesday,12:00:00.000,244,75.631404602,61,43,18,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,3,Wednesday,13:00:00.000,277,89.277085469,75,52,23,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,3,Wednesday,14:00:00.000,197,64.277076654,79,64,15,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,3,Wednesday,15:00:00.000,136,46.036413238,74,42,32,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,3,Wednesday,16:00:00.000,53,13.621523307,26,13,13,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,3,Wednesday,17:00:00.000,2,0.1411111111,3,1,2,1,3
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,3,Wednesday,18:00:00.000,1,0.0125,3,0,3,1,1
SOUTH CA,,,,,,2025,8,3,Wednesday,19:00:00.000,1,0.05694444444,,,,1,
SOUTH CA,,,,,,2025,8,3,Wednesday,20:00:00.000,1,0.01722222222,,,,1,
SOUTH CA,,,,,,2025,8,4,Thursday,00:00:00.000,2,0.0575,,,,2,
SOUTH CA,,,,,,2025,8,4,Thursday,01:00:00.000,1,0.02527777778,,,,1,
SOUTH CA,,,,,,2025,8,4,Thursday,02:00:00.000,3,0.07472222222,,,,1,
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,4,Thursday,05:00:00.000,77,15.966346576,26,9,17,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,4,Thursday,06:00:00.000,124,32.531428434,26,17,9,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,4,Thursday,07:00:00.000,160,47.452855576,38,29,9,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,4,Thursday,08:00:00.000,235,79.222361123,63,43,20,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,4,Thursday,09:00:00.000,213,71.464290799,72,57,15,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,4,Thursday,10:00:00.000,229,73.753478732,94,73,21,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,4,Thursday,11:00:00.000,224,62.785970486,82,66,16,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,4,Thursday,12:00:00.000,303,66.603269435,88,70,18,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,4,Thursday,13:00:00.000,254,76.191977566,81,59,22,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,4,Thursday,14:00:00.000,228,74.478529902,48,25,23,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,4,Thursday,15:00:00.000,159,43.062870109,49,36,13,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,4,Thursday,16:00:00.000,52,10.168148657,24,9,15,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,4,Thursday,18:00:00.000,2,0.03694444444,1,0,1,1,1
SOUTH CA,,,,,,2025,8,4,Thursday,20:00:00.000,1,0.02555555556,,,,1,
SOUTH CA,,,,,,2025,8,4,Thursday,22:00:00.000,2,0.05,,,,2,
SOUTH CA,,,,,,2025,8,5,Friday,00:00:00.000,1,0.01416666667,,,,1,
SOUTH CA,,,,,,2025,8,5,Friday,01:00:00.000,1,0.01,,,,1,
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,5,Friday,04:00:00.000,,,10,0,10,,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,5,Friday,05:00:00.000,77,14.473048268,12,6,6,5,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,5,Friday,06:00:00.000,127,27.299937708,19,17,2,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,5,Friday,07:00:00.000,200,45.897766101,51,39,12,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,5,Friday,08:00:00.000,227,56.993215164,90,59,31,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,5,Friday,09:00:00.000,217,49.973321389,87,67,20,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,5,Friday,10:00:00.000,314,85.144376096,133,97,36,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,5,Friday,11:00:00.000,282,88.666980287,81,62,19,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,5,Friday,12:00:00.000,270,71.112742889,78,58,20,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,5,Friday,13:00:00.000,237,54.548549896,89,61,28,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,5,Friday,14:00:00.000,253,63.934992849,90,62,28,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,5,Friday,15:00:00.000,175,38.896568909,61,50,11,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,5,Friday,16:00:00.000,44,5.383410562,15,8,7,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,5,Friday,17:00:00.000,,,3,0,3,,3
SOUTH CA,,,,,,2025,8,5,Friday,19:00:00.000,5,0.3522222222,,,,3,
SOUTH CA,,,,,,2025,8,5,Friday,20:00:00.000,3,0.09611111111,,,,3,
SOUTH CA,,,,,,2025,8,5,Friday,21:00:00.000,2,0.0325,,,,1,
SOUTH CA,,,,,,2025,8,5,Friday,23:00:00.000,1,0.0125,,,,1,
SOUTH CA,,,,,,2025,8,6,Saturday,00:00:00.000,1,0.01527777778,,,,1,
SOUTH CA,,,,,,2025,8,6,Saturday,02:00:00.000,2,0.08805555556,,,,2,
SOUTH CA,,,,,,2025,8,6,Saturday,03:00:00.000,1,0.01944444444,,,,1,
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,6,Saturday,05:00:00.000,31,3.469130477,3,3,0,4,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,6,Saturday,06:00:00.000,33,3.141986649,12,6,6,4,3
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,6,Saturday,07:00:00.000,64,10.318745078,16,15,1,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,6,Saturday,08:00:00.000,80,11.977677121,21,19,2,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,6,Saturday,09:00:00.000,65,10.420751654,9,8,1,4,3
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,6,Saturday,10:00:00.000,82,16.124406253,9,7,2,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,6,Saturday,11:00:00.000,58,9.314166667,11,10,1,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,6,Saturday,12:00:00.000,42,5.200162916,6,5,1,4,3
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,6,Saturday,13:00:00.000,46,6.039495614,9,9,0,4,3
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,6,Saturday,14:00:00.000,6,0.1477777778,1,1,0,2,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,6,Saturday,15:00:00.000,,,3,1,2,,2
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,6,Saturday,16:00:00.000,,,1,1,0,,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,8,6,Saturday,18:00:00.000,,,1,0,1,,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,0,Sunday,09:00:00.000,,,1,0,1,,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,0,Sunday,10:00:00.000,,,1,0,1,,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,0,Sunday,13:00:00.000,,,1,0,1,,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,0,Sunday,18:00:00.000,,,1,0,1,,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,0,Sunday,20:00:00.000,,,1,0,1,,1
SOUTH CA,,,,,,2025,9,1,Monday,04:00:00.000,2,0.03666666667,,,,2,
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,1,Monday,05:00:00.000,73,12.551990681,17,12,5,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,1,Monday,06:00:00.000,98,19.291177056,31,22,9,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,1,Monday,07:00:00.000,174,44.720643228,31,27,4,4,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,1,Monday,08:00:00.000,187,49.1111457,64,43,21,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,1,Monday,09:00:00.000,214,39.372558475,61,50,11,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,1,Monday,10:00:00.000,189,45.750155436,71,44,27,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,1,Monday,11:00:00.000,246,58.451850839,79,50,29,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,1,Monday,12:00:00.000,257,76.899502964,72,58,14,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,1,Monday,13:00:00.000,253,75.983979728,77,58,19,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,1,Monday,14:00:00.000,157,42.938548639,73,40,33,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,1,Monday,15:00:00.000,127,33.582455306,52,37,15,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,1,Monday,16:00:00.000,51,7.919314197,21,12,9,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,1,Monday,17:00:00.000,,,7,1,6,,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,1,Monday,18:00:00.000,,,10,0,10,,3
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,1,Monday,19:00:00.000,,,1,0,1,,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,1,Monday,20:00:00.000,2,0.08916666667,2,0,2,2,1
SOUTH CA,,,,,,2025,9,1,Monday,21:00:00.000,1,0.008888888889,,,,1,
SOUTH CA,,,,,,2025,9,1,Monday,22:00:00.000,1,0.015,,,,1,
SOUTH CA,,,,,,2025,9,1,Monday,23:00:00.000,2,0.02888888889,,,,2,
SOUTH CA,,,,,,2025,9,2,Tuesday,00:00:00.000,2,0.05527777778,,,,2,
SOUTH CA,,,,,,2025,9,2,Tuesday,04:00:00.000,1,0.01027777778,,,,1,
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,2,Tuesday,05:00:00.000,118,18.697464667,23,19,4,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,2,Tuesday,06:00:00.000,136,36.249358197,55,39,16,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,2,Tuesday,07:00:00.000,170,37.131989769,50,28,22,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,2,Tuesday,08:00:00.000,232,57.766191725,91,65,26,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,2,Tuesday,09:00:00.000,257,65.326742536,90,57,33,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,2,Tuesday,10:00:00.000,261,70.850051494,111,74,37,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,2,Tuesday,11:00:00.000,330,82.029304086,87,62,25,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,2,Tuesday,12:00:00.000,318,86.107762539,92,49,43,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,2,Tuesday,13:00:00.000,266,76.397923964,100,68,32,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,2,Tuesday,14:00:00.000,249,79.977701294,78,50,28,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,2,Tuesday,15:00:00.000,166,47.761394875,72,49,23,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,2,Tuesday,16:00:00.000,69,15.778244694,29,18,11,5,5
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,2,Tuesday,17:00:00.000,2,0.05277777778,6,2,4,2,2
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,2,Tuesday,18:00:00.000,,,1,1,0,,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,2,Tuesday,19:00:00.000,2,0.05333333333,1,0,1,2,1
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,2,Tuesday,20:00:00.000,1,0.06527777778,2,1,1,1,2
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,2,Tuesday,21:00:00.000,1,0.01055555556,1,0,1,1,1
SOUTH CA,,,,,,2025,9,3,Wednesday,01:00:00.000,3,0.2125,,,,2,
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,3,Wednesday,05:00:00.000,96,16.238128053,19,12,7,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,3,Wednesday,06:00:00.000,110,25.34723515,24,19,5,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,3,Wednesday,07:00:00.000,155,51.533782039,46,34,12,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,3,Wednesday,08:00:00.000,210,49.099231839,61,37,24,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,3,Wednesday,09:00:00.000,229,69.863160022,76,57,19,4,4
SOUTH CA,PACIFIC,05:00:00.000,17:00:00.000,05:00:00.000,14:00:00.000,2025,9,3,Wednesday,10:00:00.000,237,64.393672172,96,79,17,4,4
