Market,Time Zone,Open,Close,Sat Open,Sat Close,Year,Month,NDay,Day,Hour,Order Management Interactions,Order Management HT (hr),Orders,Analog,Digital,Occur Int,Occur Ord
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,2,Tuesday,08:00:00.000,216,35.783919954,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,2,Tuesday,09:00:00.000,200,36.349385938,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,2,Tuesday,10:00:00.000,173,40.386505289,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,2,Tuesday,11:00:00.000,144,24.620009842,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,2,Tuesday,12:00:00.000,113,26.049426195,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,2,Tuesday,13:00:00.000,125,21.862920828,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,2,Tuesday,14:00:00.000,100,15.863757442,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,2,Tuesday,15:00:00.000,67,7.282777778,1,0,1,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,2,Tuesday,16:00:00.000,29,3.589722222,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,2,Tuesday,17:00:00.000,1,0,0,0,0,1,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,2,Tuesday,18:00:00.000,1,0.002777777778,0,0,0,1,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,2,Tuesday,19:00:00.000,,,0,0,0,,1
ATLANTA,,,,,,2026,5,3,Wednesday,05:00:00.000,27,2.216944444,,,,4,
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,3,Wednesday,06:00:00.000,66,8.830891583,0,0,0,4,3
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,3,Wednesday,07:00:00.000,132,19.187078537,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,3,Wednesday,08:00:00.000,200,32.092276029,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,3,Wednesday,09:00:00.000,178,31.352839864,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,3,Wednesday,10:00:00.000,116,16.282925371,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,3,Wednesday,11:00:00.000,134,26.871318645,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,3,Wednesday,12:00:00.000,122,20.310819349,1,0,1,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,3,Wednesday,13:00:00.000,105,14.786666667,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,3,Wednesday,14:00:00.000,78,13.755,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,3,Wednesday,15:00:00.000,64,12.001981921,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,3,Wednesday,16:00:00.000,25,2.666944444,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,3,Wednesday,17:00:00.000,,,2,0,2,,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,3,Wednesday,18:00:00.000,,,0,0,0,,3
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,3,Wednesday,19:00:00.000,,,0,0,0,,1
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,3,Wednesday,20:00:00.000,,,0,0,0,,1
ATLANTA,,,,,,2026,5,4,Thursday,05:00:00.000,26,2.295555556,,,,4,
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,4,Thursday,06:00:00.000,49,6.274722222,0,0,0,4,3
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,4,Thursday,07:00:00.000,176,25.31889699,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,4,Thursday,08:00:00.000,176,26.223301784,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,4,Thursday,09:00:00.000,157,25.730833333,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,4,Thursday,10:00:00.000,114,22.661563261,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,4,Thursday,11:00:00.000,115,20.179444444,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,4,Thursday,12:00:00.000,102,16.075,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,4,Thursday,13:00:00.000,110,14.648333333,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,4,Thursday,14:00:00.000,80,11.582222222,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,4,Thursday,15:00:00.000,48,5.957777778,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,4,Thursday,16:00:00.000,30,1.418821097,0,0,0,4,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,4,Thursday,17:00:00.000,1,0.0075,0,0,0,1,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,4,Thursday,18:00:00.000,,,0,0,0,,4
ATLANTA,,,,,,2026,5,5,Friday,05:00:00.000,34,3.3,,,,5,
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,5,Friday,06:00:00.000,64,8.964742918,0,0,0,5,4
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,5,Friday,07:00:00.000,175,23.290833333,7,0,7,5,5
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,5,Friday,08:00:00.000,209,34.133448093,0,0,0,5,5
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,5,Friday,09:00:00.000,189,32.634497646,0,0,0,5,5
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,5,Friday,10:00:00.000,148,19.579444444,1,0,1,5,5
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,5,Friday,11:00:00.000,134,19.465191509,0,0,0,5,5
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,5,Friday,12:00:00.000,151,20.510621223,0,0,0,5,5
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,5,Friday,13:00:00.000,128,19.138392468,0,0,0,5,5
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,5,Friday,14:00:00.000,112,14.748585973,0,0,0,5,5
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,5,Friday,15:00:00.000,63,6.725756656,0,0,0,5,5
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,5,Friday,16:00:00.000,17,0.7083333333,0,0,0,5,5
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,5,Friday,17:00:00.000,,,0,0,0,,5
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,5,Friday,18:00:00.000,,,0,0,0,,5
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,5,Friday,19:00:00.000,,,0,0,0,,2
ATLANTA,,,,,,2026,5,6,Saturday,05:00:00.000,1,0.01611111111,,,,1,
ATLANTA,,,,,,2026,5,6,Saturday,07:00:00.000,2,0.02944444444,,,,1,
ATLANTA,,,,,,2026,5,6,Saturday,08:00:00.000,2,0.09444444444,,,,1,
ATLANTA,,,,,,2026,5,6,Saturday,09:00:00.000,2,0.02,,,,1,
ATLANTA,,,,,,2026,5,6,Saturday,11:00:00.000,1,0.02,,,,1,
ATLANTA,EAST,06:00:00.000,18:00:00.000,,,2026,5,6,Saturday,12:00:00.000,,,0,0,0,,1
ATLANTA,,,,,,2026,5,6,Saturday,13:00:00.000,2,0.02277777778,,,,1,
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,1,Monday,05:00:00.000,1,0,0,0,0,1,1
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,1,Monday,06:00:00.000,52,5.321827093,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,1,Monday,07:00:00.000,121,11.802122617,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,1,Monday,08:00:00.000,113,10.499973001,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,1,Monday,09:00:00.000,97,9.711623805,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,1,Monday,10:00:00.000,76,5.338827267,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,1,Monday,11:00:00.000,76,5.716917945,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,1,Monday,12:00:00.000,68,6.230490897,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,1,Monday,13:00:00.000,69,5.018031925,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,1,Monday,14:00:00.000,65,6.107688289,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,1,Monday,15:00:00.000,54,4.066841467,0,0,0,5,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,1,Monday,16:00:00.000,34,1.906053704,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,2,Tuesday,05:00:00.000,,,0,0,0,,1
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,2,Tuesday,06:00:00.000,38,3.277065696,0,0,0,4,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,2,Tuesday,07:00:00.000,102,7.101530236,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,2,Tuesday,08:00:00.000,109,12.398132239,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,2,Tuesday,09:00:00.000,100,10.340183063,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,2,Tuesday,10:00:00.000,71,4.795544583,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,2,Tuesday,11:00:00.000,54,4.185951377,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,2,Tuesday,12:00:00.000,58,3.270690485,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,2,Tuesday,13:00:00.000,51,3.625778967,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,2,Tuesday,14:00:00.000,38,2.772952893,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,2,Tuesday,15:00:00.000,40,3.403360361,0,0,0,4,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,2,Tuesday,16:00:00.000,24,1.940443434,0,0,0,4,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,3,Wednesday,06:00:00.000,32,2.554688458,0,0,0,4,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,3,Wednesday,07:00:00.000,96,10.503634762,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,3,Wednesday,08:00:00.000,80,8.918547476,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,3,Wednesday,09:00:00.000,74,7.181205851,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,3,Wednesday,10:00:00.000,82,8.549395824,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,3,Wednesday,11:00:00.000,47,4.527894638,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,3,Wednesday,12:00:00.000,52,4.375484807,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,3,Wednesday,13:00:00.000,70,6.795921664,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,3,Wednesday,14:00:00.000,41,2.662991224,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,3,Wednesday,15:00:00.000,47,4.137357995,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,3,Wednesday,16:00:00.000,19,1.13353293,0,0,0,4,1
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,4,Thursday,00:00:00.000,,,0,0,0,,1
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,4,Thursday,02:00:00.000,,,0,0,0,,1
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,4,Thursday,06:00:00.000,38,3.151231008,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,4,Thursday,07:00:00.000,78,11.745830317,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,4,Thursday,08:00:00.000,84,6.449440225,3,0,3,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,4,Thursday,09:00:00.000,88,8.39287032,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,4,Thursday,10:00:00.000,73,9.043846711,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,4,Thursday,11:00:00.000,59,4.756354454,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,4,Thursday,12:00:00.000,53,4.566460829,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,4,Thursday,13:00:00.000,64,6.452234729,2,0,2,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,4,Thursday,14:00:00.000,41,3.859603692,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,4,Thursday,15:00:00.000,43,3.886449362,1,0,1,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,4,Thursday,16:00:00.000,20,1.130226952,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,5,Friday,06:00:00.000,29,1.462059447,2,0,2,4,2
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,5,Friday,07:00:00.000,97,9.800960164,0,0,0,4,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,5,Friday,08:00:00.000,89,8.315157562,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,5,Friday,09:00:00.000,90,7.687031417,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,5,Friday,10:00:00.000,73,8.368815799,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,5,Friday,11:00:00.000,73,6.75503852,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,5,Friday,12:00:00.000,57,4.185396492,0,0,0,4,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,5,Friday,13:00:00.000,64,8.769584281,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,5,Friday,14:00:00.000,32,2.580844821,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,5,Friday,15:00:00.000,49,2.574277106,0,0,0,4,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,6,5,Friday,16:00:00.000,17,1.062222222,0,0,0,4,3
CANTONMENT,,,,,,2025,7,1,Monday,05:00:00.000,1,0,,,,1,
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,1,Monday,06:00:00.000,36,3.46153164,0,0,0,4,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,1,Monday,07:00:00.000,88,6.268898663,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,1,Monday,08:00:00.000,86,5.395431323,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,1,Monday,09:00:00.000,84,8.689933447,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,1,Monday,10:00:00.000,69,4.776077349,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,1,Monday,11:00:00.000,47,4.384831559,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,1,Monday,12:00:00.000,38,2.227677176,0,0,0,4,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,1,Monday,13:00:00.000,51,3.949317514,0,0,0,4,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,1,Monday,14:00:00.000,39,4.029413722,0,0,0,4,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,1,Monday,15:00:00.000,44,4.6043364,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,1,Monday,16:00:00.000,17,0.5743614128,0,0,0,4,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,2,Tuesday,05:00:00.000,,,0,0,0,,1
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,2,Tuesday,06:00:00.000,40,3.631111087,0,0,0,5,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,2,Tuesday,07:00:00.000,103,8.506285586,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,2,Tuesday,08:00:00.000,109,6.384083278,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,2,Tuesday,09:00:00.000,107,7.054634421,0,0,0,5,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,2,Tuesday,10:00:00.000,109,6.763138239,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,2,Tuesday,11:00:00.000,80,4.771711866,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,2,Tuesday,12:00:00.000,62,4.823512535,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,2,Tuesday,13:00:00.000,64,3.713031567,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,2,Tuesday,14:00:00.000,82,5.723355597,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,2,Tuesday,15:00:00.000,46,3.001391238,0,0,0,5,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,2,Tuesday,16:00:00.000,29,0.9312079767,1,0,1,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,2,Tuesday,17:00:00.000,1,0.008611111111,0,0,0,1,1
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,3,Wednesday,06:00:00.000,49,2.656052359,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,3,Wednesday,07:00:00.000,101,6.95661197,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,3,Wednesday,08:00:00.000,103,4.8175,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,3,Wednesday,09:00:00.000,104,8.306738491,0,0,0,5,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,3,Wednesday,10:00:00.000,100,7.257545204,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,3,Wednesday,11:00:00.000,93,7.607561064,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,3,Wednesday,12:00:00.000,71,3.729025564,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,3,Wednesday,13:00:00.000,75,5.26882205,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,3,Wednesday,14:00:00.000,43,2.404329671,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,3,Wednesday,15:00:00.000,48,3.029757314,0,0,0,5,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,3,Wednesday,16:00:00.000,30,1.959875443,0,0,0,5,4
CANTONMENT,,,,,,2025,7,3,Wednesday,17:00:00.000,1,0.001388888889,,,,1,
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,4,Thursday,06:00:00.000,36,2.118730912,0,0,0,5,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,4,Thursday,07:00:00.000,79,3.147087887,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,4,Thursday,08:00:00.000,136,10.015951443,2,0,2,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,4,Thursday,09:00:00.000,102,7.012481072,0,0,0,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,4,Thursday,10:00:00.000,81,7.539781942,2,0,2,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,4,Thursday,11:00:00.000,72,3.517466237,0,0,0,5,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,4,Thursday,12:00:00.000,61,1.995555556,2,0,2,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,4,Thursday,13:00:00.000,44,2.256477301,3,0,3,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,4,Thursday,14:00:00.000,49,2.031073641,1,0,1,5,5
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,4,Thursday,15:00:00.000,22,1.241449638,0,0,0,5,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,4,Thursday,16:00:00.000,5,0.1036111111,0,0,0,3,2
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,5,Friday,06:00:00.000,16,0.9227777778,0,0,0,3,2
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,5,Friday,07:00:00.000,45,1.945115084,0,0,0,3,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,5,Friday,08:00:00.000,54,3.250778308,0,0,0,3,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,5,Friday,09:00:00.000,63,4.142222222,0,0,0,3,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,5,Friday,10:00:00.000,49,4.453989119,0,0,0,3,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,5,Friday,11:00:00.000,23,0.9669906733,0,0,0,3,2
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,5,Friday,12:00:00.000,34,2.255139039,0,0,0,3,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,5,Friday,13:00:00.000,44,2.978261086,0,0,0,3,2
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,5,Friday,14:00:00.000,21,0.7257874239,0,0,0,3,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,7,5,Friday,15:00:00.000,24,1.135277778,0,0,0,3,3
CANTONMENT,,,,,,2025,7,5,Friday,16:00:00.000,10,0.4027939753,,,,3,
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,0,Sunday,11:00:00.000,,,0,0,0,,1
CANTONMENT,,,,,,2025,8,1,Monday,05:00:00.000,1,0.002222222222,,,,1,
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,1,Monday,06:00:00.000,36,2.403541519,0,0,0,4,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,1,Monday,07:00:00.000,83,7.401131805,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,1,Monday,08:00:00.000,89,9.434963278,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,1,Monday,09:00:00.000,66,5.616889582,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,1,Monday,10:00:00.000,78,5.606222691,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,1,Monday,11:00:00.000,35,2.577968646,0,0,0,4,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,1,Monday,12:00:00.000,54,3.538739432,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,1,Monday,13:00:00.000,35,1.223333333,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,1,Monday,14:00:00.000,35,2.420998439,0,0,0,4,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,1,Monday,15:00:00.000,33,1.642863104,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,1,Monday,16:00:00.000,17,0.6211111111,0,0,0,4,2
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,2,Tuesday,05:00:00.000,,,0,0,0,,2
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,2,Tuesday,06:00:00.000,39,1.727361479,0,0,0,4,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,2,Tuesday,07:00:00.000,79,5.466306704,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,2,Tuesday,08:00:00.000,84,4.134018364,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,2,Tuesday,09:00:00.000,64,3.564612447,0,0,0,4,3
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,2,Tuesday,10:00:00.000,68,4.463917217,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,2,Tuesday,11:00:00.000,43,3.462979656,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,2,Tuesday,12:00:00.000,40,2.880364676,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,2,Tuesday,13:00:00.000,44,2.82326573,0,0,0,4,4
CANTONMENT,CENTRAL,06:00:00.000,17:00:00.000,,,2025,8,2,Tuesday,14:00:00.000,45,3.579166667,0,0,0,4,4
